0.31469727,0.08618164,0.33276367,0.035888672,0.20800781,0.05029297
0.31518555,0.08691406,0.33398438,0.036132813,0.20825195,0.049804688
0.31445313,0.08642578,0.33374023,0.037353516,0.20825195,0.050048828
0.31445313,0.08618164,0.33374023,0.03564453,0.20898438,0.050048828
0.31518555,0.08642578,0.33398438,0.037353516,0.20898438,0.048828125
0.31469727,0.08642578,0.33398438,0.035888672,0.20898438,0.05029297
0.31445313,0.08642578,0.33398438,0.036132813,0.20898438,0.050048828
0.31469727,0.08618164,0.3334961,0.035888672,0.20898438,0.05029297
0.31445313,0.08618164,0.33325195,0.036132813,0.20922852,0.05029297
0.31469727,0.08642578,0.33422852,0.036376953,0.20922852,0.05029297
0.3161621,0.0859375,0.33422852,0.036376953,0.20898438,0.049316406
0.31469727,0.08618164,0.33398438,0.037597656,0.20898438,0.05029297
0.31469727,0.08642578,0.33422852,0.037109375,0.20922852,0.050048828
0.31567383,0.08642578,0.33422852,0.037353516,0.20947266,0.05029297
0.31518555,0.0859375,0.33422852,0.037353516,0.2097168,0.049072266
0.31469727,0.0859375,0.33398438,0.037597656,0.20922852,0.05029297
0.31469727,0.08642578,0.33398438,0.036376953,0.20947266,0.050048828
0.31518555,0.08642578,0.33422852,0.036621094,0.2097168,0.049560547
0.31518555,0.08618164,0.33398438,0.036376953,0.2097168,0.049804688
0.31518555,0.08642578,0.33398438,0.038330078,0.2097168,0.049316406
0.3154297,0.08642578,0.33398438,0.036376953,0.2097168,0.05029297
0.31469727,0.08642578,0.3347168,0.037841797,0.2097168,0.050048828
0.31518555,0.0859375,0.33422852,0.036865234,0.20996094,0.049560547
0.31518555,0.08618164,0.33422852,0.037841797,0.2097168,0.049560547
0.31567383,0.08642578,0.3347168,0.037353516,0.21020508,0.049560547
0.31469727,0.08666992,0.33422852,0.036376953,0.20996094,0.05053711
0.31469727,0.08618164,0.33422852,0.036376953,0.21020508,0.049560547
0.31518555,0.08642578,0.33422852,0.036621094,0.20996094,0.05078125
0.31445313,0.08642578,0.3347168,0.038085938,0.21020508,0.049560547
0.31713867,0.114746094,0.36010742,0.037841797,0.22290039,0.13720703
0.31860352,0.1081543,0.35668945,0.19213867,0.22485352,0.11401367
0.3996582,0.19824219,0.51782227,0.13232422,0.35620117,0.39697266
0.47875977,0.25878906,0.5019531,0.42578125,0.35668945,0.21191406
0.5529785,0.3383789,0.49853516,0.22460938,0.33813477,0.3256836
0.5456543,0.33007813,0.4963379,0.37304688,0.33691406,0.34228516
0.54296875,0.32470703,0.49804688,0.38867188,0.34179688,0.33740234
0.9082031,0.6928711,0.5354004,0.37768555,0.34057617,0.37646484
0.9436035,0.76416016,0.545166,0.44140625,0.3269043,0.47705078
0.9277344,0.7290039,0.55200195,0.5300293,0.33007813,0.41845703
0.6621094,0.49365234,0.8886719,0.47070313,0.9472656,0.48291016
0.79125977,0.60302734,0.8828125,0.5197754,0.93725586,0.48779297
0.8574219,0.66064453,0.8679199,0.5214844,0.9160156,0.44970703
0.40820313,0.2006836,0.43945313,0.49829102,0.2902832,0.8178711
0.41015625,0.2055664,0.44335938,0.8461914,0.2902832,0.82470703
0.62768555,0.47998047,0.4453125,0.8535156,0.28710938,0.82373047
0.9472656,0.7758789,0.5449219,0.8515625,0.29882813,0.3852539
0.6464844,0.42138672,0.8808594,0.42504883,0.9436035,0.4038086
0.43286133,0.22509766,0.5703125,0.44213867,0.39990234,0.57470703
0.42016602,0.2109375,0.6467285,0.6113281,0.5461426,0.51416016
0.3815918,0.16992188,0.39770508,0.53344727,0.25805664,0.15136719
0.3149414,0.08691406,0.33325195,0.16088867,0.21166992,0.048828125
